Código Interno Transferência;Mês / Ano;Tipo Transferência;Tipo Favorecido;Uf;Código Município Siafi;Nome Município;Código Orgão Siafi;Nome Orgão;Código Unidade Gestora;Nome Unidade Gestora;Código Função;Nome Função;Código SubFunção;Nome SubFunção;Código Programa;Nome Programa;Ação Orçamentária;Nome Ação;Linguagem Cidadã;Código Grupo Despesa;Nome Grupo Despesa;Código Modalidade Aplicação Despesa;Nome Modalidade Aplicação Despesa;Código Elemento Despesa;Nome Elemento Despesa;Código Plano Orçamentário;Nome Plano Orçamentário;Código SubTítulo;Nome SubTítulo;Código Localizador;Nome Localizador;Sigla Localizador;Descrição Complementar Localizador;Código Favorecido;Nome Favorecido;Valor Transferência
3131084;202405;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AB;INCENTIVO FINANCEIRO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;Vigilância Sanitária;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;150800
2605547;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AH;ORGANIZACAO DOS SERVICOS DE ASSISTENCIA FARMACEUTICA NO SUS;Estruturação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;600000
2605548;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;21GM;TRANSFORMACAO DIGITAL NO SUS;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;3070480
2605549;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AB;INCENTIVO FINANCEIRO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;Vigilância Sanitária;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;452400
2605550;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;10408859
2605551;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1449450
2605552;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;827062
2605553;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00UB;TRANSFERENCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES DE COMBATE AS ENDEM;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1412000
2601226;202404;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;343500
2605542;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;2000000
2605543;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;3131800
2605544;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;4513000
2605545;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;12496743
2605546;202404;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00UC;TRANSFERENCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES COMUNITARIOS DE SAU;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;19485600
2599093;202404;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0969;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;PNATE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;29333382
2599094;202404;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;2056380
2599095;202404;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;4891300
2465653;202403;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00UV;IMPLEMENTACAO DA POLITICA NACIONAL ALDIR BLANC DE FOMENTO A CULTURA;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;21915547
2465654;202403;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;4112760
2465655;202403;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;9828840
2469557;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1687662
2469558;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219F;ACOES DE PROTECAO SOCIAL ESPECIAL;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;520000
2469559;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00US;APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA E D;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;4094625
2469560;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;10408859
2469561;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1800000
2469562;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;3131800
2469563;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;6862500
2469564;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;12496743
2469565;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00UC;TRANSFERENCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES COMUNITARIOS DE SAU;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;19485600
2469566;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;6667450
2469567;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;2556943
2469568;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00UB;TRANSFERENCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES DE COMBATE AS ENDEM;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1412000
2469569;202403;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;770457
2224360;202402;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;46240
2224361;202402;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00OW;APOIO A MANUTENCAO DA EDUCACAO INFANTIL;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;11314205
2227326;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00US;APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA E D;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;7024425
2227327;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;10408859
2227328;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1800000
2227329;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;3131800
2227330;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;3143100
2227331;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;14974243
2227332;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00UC;TRANSFERENCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES COMUNITARIOS DE SAU;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;19485600
2227333;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1449450
2227334;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;827062
2227335;202402;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00UB;TRANSFERENCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES DE COMBATE AS ENDEM;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1412000
2130743;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00UW;ASSISTENCIA FINANCEIRA COMPLEMENTAR AOS ESTADOS AO DISTRITO FEDERAL E AOS MUNICIPIOS PARA O PAGAMEN;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;8276406
2130744;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;10408859
2130745;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1800000
2130746;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;3139600
2130747;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;3666000
2130748;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;15876300
2130749;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00UC;TRANSFERENCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES COMUNITARIOS DE SAU;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;19485600
2130750;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1449450
2130751;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;827062
2130752;202401;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;00UB;TRANSFERENCIA AOS ENTES FEDERATIVOS PARA O PAGAMENTO DOS VENCIMENTOS DOS AGENTES DE COMBATE AS ENDEM;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1412000
2037851;202312;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0969;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;PNATE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;5557019
2037852;202312;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00T1;APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA;Sem informação;;Investimentos;;Transferências a Municípios;;Auxílios;;;;;;;;;;;79455351
2037853;202312;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;5450;IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL RECREATIVO E DE LAZER;Infraestrutura para Esporte Recreativo e de Lazer;;Investimentos;;Transferências a Municípios;;Auxílios;;;;;;;;;;;76400000
2044626;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;247000
2044627;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044628;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;247000
2044629;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044630;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;247000
2044631;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044632;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044633;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044634;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;370500
2044635;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;247000
2044636;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044637;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;123500
2044638;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044639;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;247000
2044640;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044641;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;247000
2044642;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044643;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;247000
2044644;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044645;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;247000
2044646;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;332800
2044647;202312;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;245100
